epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
49,514.076,0.91037,0.65395,1.10724,0.94909,0.96684,0.98673,0.74238,0.96616,0.51002,1.09112,0.000583053,0.000583053,0.000583053
50,525.887,0.90029,0.64683,1.10355,0.96083,0.97665,0.98839,0.72827,0.96548,0.48462,1.11123,0.000572054,0.000572054,0.000572054
51,1234.55,0.89956,0.67488,1.11026,0.963,0.92625,0.97852,0.7175,1.01727,0.57176,1.15746,0.000561055,0.000561055,0.000561055
52,1245.37,0.89746,0.63801,1.09088,0.9709,0.94248,0.98733,0.74375,0.97518,0.5305,1.11945,0.000550056,0.000550056,0.000550056
53,1256.25,0.89985,0.64979,1.09941,0.96323,0.96872,0.99007,0.74464,0.94815,0.47795,1.09013,0.000539057,0.000539057,0.000539057
54,1267.33,0.91902,0.66217,1.10691,0.98894,0.94392,0.98819,0.73452,0.99733,0.48981,1.10822,0.000528058,0.000528058,0.000528058
55,1278.31,0.89472,0.63858,1.10253,0.94255,0.94664,0.97609,0.72249,0.95685,0.56505,1.11302,0.000517059,0.000517059,0.000517059
56,1289.14,0.85508,0.60341,1.07481,0.96961,0.96986,0.99151,0.73097,0.99965,0.5176,1.13009,0.00050606,0.00050606,0.00050606
57,1300.07,0.87773,0.61733,1.09316,0.9907,0.97678,0.99237,0.74165,0.95481,0.46161,1.12259,0.000495062,0.000495062,0.000495062
58,1310.92,0.88551,0.62389,1.10637,0.98297,0.97761,0.99145,0.74812,0.97951,0.46516,1.12087,0.000484063,0.000484063,0.000484063
59,1321.82,0.87524,0.61194,1.08614,0.98014,0.97747,0.99461,0.74877,0.96626,0.46459,1.10677,0.000473064,0.000473064,0.000473064
60,1332.78,0.85045,0.62232,1.07317,0.97813,0.96573,0.99323,0.74819,0.97637,0.48814,1.12777,0.000462065,0.000462065,0.000462065
61,1343.25,0.83838,0.58902,1.06362,0.98596,0.98617,0.99177,0.74468,0.96447,0.45444,1.11274,0.000451066,0.000451066,0.000451066
62,1353.72,0.82519,0.57445,1.05858,0.99031,0.96261,0.98956,0.75127,0.9672,0.45691,1.10937,0.000440067,0.000440067,0.000440067
63,1364.13,0.83351,0.56776,1.05538,0.95353,0.95958,0.98529,0.73552,0.96753,0.49662,1.10701,0.000429068,0.000429068,0.000429068
64,1374.58,0.86104,0.5858,1.08037,0.99471,0.9859,0.99411,0.7499,0.94496,0.44187,1.1038,0.000418069,0.000418069,0.000418069
65,1385.01,0.84774,0.59437,1.06286,0.99307,0.97239,0.99444,0.75047,0.98342,0.45451,1.10439,0.00040707,0.00040707,0.00040707
66,1395.53,0.84976,0.5744,1.07187,0.98247,0.98103,0.99418,0.74913,0.97139,0.44614,1.09941,0.000396071,0.000396071,0.000396071
67,1406.08,0.81166,0.5557,1.05413,0.99127,0.9822,0.99464,0.74937,0.96231,0.43758,1.09509,0.000385073,0.000385073,0.000385073
68,1416.4,0.82526,0.57557,1.0631,0.97335,0.98656,0.99403,0.747,0.96774,0.42863,1.10913,0.000374074,0.000374074,0.000374074
69,1426.66,0.82321,0.54991,1.06123,0.98908,0.98297,0.99443,0.75052,0.94878,0.43433,1.10153,0.000363075,0.000363075,0.000363075
70,1436.85,0.80694,0.56308,1.05543,0.99776,0.98898,0.99324,0.74689,0.98302,0.4341,1.10782,0.000352076,0.000352076,0.000352076
71,1447.06,0.79592,0.54129,1.03515,0.96868,0.99195,0.99358,0.73735,0.9781,0.43785,1.10787,0.000341077,0.000341077,0.000341077
72,1457.4,0.81969,0.57401,1.06874,0.99128,0.97677,0.99433,0.73376,0.95266,0.42038,1.11867,0.000330078,0.000330078,0.000330078
73,1467.72,0.81326,0.54508,1.07736,0.98027,0.97697,0.99203,0.73904,0.96188,0.42873,1.10534,0.000319079,0.000319079,0.000319079
74,1478.02,0.82863,0.55318,1.06056,0.99406,0.98654,0.99436,0.7454,0.98344,0.4148,1.09866,0.00030808,0.00030808,0.00030808
75,1488.28,0.77341,0.5302,1.02763,0.9861,0.99275,0.99373,0.75,0.96841,0.41559,1.09194,0.000297081,0.000297081,0.000297081
76,1498.54,0.77003,0.52943,1.02993,0.97762,0.98997,0.99358,0.74845,0.96722,0.41751,1.10405,0.000286083,0.000286083,0.000286083
77,1508.81,0.76187,0.52603,1.04044,0.99108,0.98143,0.99425,0.74761,0.98499,0.43307,1.10799,0.000275084,0.000275084,0.000275084
78,1519.1,0.75435,0.51678,1.02978,0.99344,0.97331,0.99441,0.75608,0.95025,0.4079,1.08796,0.000264085,0.000264085,0.000264085
79,1529.44,0.74712,0.50322,1.01678,0.9974,0.98668,0.9949,0.75882,0.92789,0.39862,1.07563,0.000253086,0.000253086,0.000253086
80,1539.73,0.78558,0.51248,1.04495,0.99434,0.98354,0.99464,0.74514,0.97087,0.41153,1.08912,0.000242087,0.000242087,0.000242087
81,1550.08,0.75043,0.49112,1.02119,0.98134,0.99276,0.99423,0.74494,0.98416,0.40497,1.09918,0.000231088,0.000231088,0.000231088
82,1560.3,0.76009,0.49368,1.03112,0.99647,0.97078,0.99383,0.754,0.95104,0.40986,1.08765,0.000220089,0.000220089,0.000220089
83,1570.6,0.74626,0.4862,1.01625,0.98914,0.97093,0.99136,0.76107,0.93109,0.41136,1.08327,0.00020909,0.00020909,0.00020909
84,1580.98,0.72381,0.49619,1.01341,0.99281,0.98131,0.99288,0.75598,0.94667,0.40253,1.08866,0.000198091,0.000198091,0.000198091
85,1591.61,0.73339,0.49271,1.02859,0.99559,0.98371,0.99396,0.75693,0.9483,0.40175,1.09286,0.000187092,0.000187092,0.000187092
86,1602.12,0.75562,0.47482,1.02291,0.98647,0.98108,0.99383,0.74854,0.9514,0.405,1.08858,0.000176094,0.000176094,0.000176094
87,1612.53,0.70806,0.4542,0.99707,0.96956,0.98997,0.99403,0.75161,0.94894,0.41168,1.09204,0.000165095,0.000165095,0.000165095
88,1622.88,0.71699,0.46135,1.00514,0.99457,0.9868,0.99435,0.75674,0.94124,0.39339,1.09139,0.000154096,0.000154096,0.000154096
89,1633.29,0.71973,0.46775,1.0091,0.99445,0.98283,0.99462,0.75656,0.94729,0.38754,1.08984,0.000143097,0.000143097,0.000143097
90,1643.88,0.71303,0.46788,1.00137,0.98988,0.98415,0.99455,0.75579,0.94865,0.38921,1.08984,0.000132098,0.000132098,0.000132098
91,1688.3,0.62108,0.35689,0.94281,0.9824,0.99139,0.99447,0.74996,0.94742,0.39092,1.08854,0.000121099,0.000121099,0.000121099
92,1698.5,0.63126,0.35526,0.94868,0.98401,0.98793,0.99455,0.74972,0.95171,0.389,1.09132,0.0001101,0.0001101,0.0001101
93,1708.94,0.60891,0.35011,0.93592,0.99337,0.98819,0.99447,0.7484,0.9558,0.3885,1.09322,9.91012e-05,9.91012e-05,9.91012e-05
94,1719.34,0.60999,0.33869,0.9359,0.99595,0.98066,0.99419,0.74769,0.95129,0.39357,1.09244,8.81023e-05,8.81023e-05,8.81023e-05
95,1729.74,0.59666,0.32864,0.92892,0.97593,0.99218,0.99405,0.74975,0.95371,0.39699,1.09568,7.71034e-05,7.71034e-05,7.71034e-05
96,1739.9,0.58787,0.33135,0.92347,0.98655,0.99047,0.99398,0.7484,0.94304,0.39507,1.09309,6.61045e-05,6.61045e-05,6.61045e-05
97,1750.21,0.58156,0.32398,0.92223,0.97494,0.99276,0.99336,0.74838,0.93953,0.39521,1.09682,5.51056e-05,5.51056e-05,5.51056e-05
98,1760.48,0.59175,0.33006,0.92882,0.99007,0.98132,0.99388,0.74813,0.94965,0.39386,1.09765,4.41067e-05,4.41067e-05,4.41067e-05
99,1770.77,0.57304,0.32757,0.92685,0.9901,0.99379,0.99426,0.74641,0.94486,0.38673,1.09899,3.31078e-05,3.31078e-05,3.31078e-05
100,1780.97,0.56334,0.319,0.91883,0.99044,0.993,0.99419,0.74876,0.94964,0.38854,1.09909,2.21089e-05,2.21089e-05,2.21089e-05
